site,year,month,ppt,tmin,tmean,tmax,vpdmin,vpdmax,vpdmean
FC,2017,7,43.87,12.5,19.8,27.2,3.69,26.68,15.185
FC,2017,8,64.12,10,16.5,23,2.48,19.14,10.81
FC,2017,9,51.63,7.3,13.5,19.8,2.57,16.82,9.695
FC,2017,10,40.66,0.4,6.8,13.2,2.26,11.71,6.985
FC,2017,11,20.2,-1.6,4.8,11.2,1.47,9.75,5.61
FC,2017,12,16.26,-3.2,1.7,6.5,2.55,8.1,5.325
FC,2018,1,20.46,-5.6,0.1,5.8,1.78,7.46,4.62
FC,2018,2,21.27,-8.4,-2.5,3.5,0.85,5.57,3.21
FC,2018,3,30.07,-3.9,2,8,1.38,7.79,4.585
FC,2018,4,20.22,-2.8,4.2,11.2,1.26,10.32,5.79
FC,2018,5,114.29,5.1,11.1,17.1,1.7,12.89,7.295
FC,2018,6,24.71,10.2,17.5,24.8,4.75,25.69,15.22
FC,2018,7,98.52,11.5,18.7,25.8,3.35,23.58,13.465
FC,2018,8,12.78,10.1,17.5,25,3.22,23.23,13.225
FC,2018,9,17.33,8.6,16.1,23.6,4.77,23.72,14.245
FC,2018,10,41.28,-1.1,5.2,11.4,0.77,9.08,4.925
FC,2018,11,17.41,-5.8,-0.1,5.6,1.08,6.43,3.755
FC,2018,12,6.18,-8.1,-2.4,3.3,1.22,5.62,3.42
FC,2019,1,19.74,-7.6,-1.8,3.9,1.27,5.95,3.61
FC,2019,2,6.18,-8.1,-2.9,2.2,1.3,5.39,3.345
FC,2019,3,52.14,-6.9,-1.2,4.6,0.76,5.41,3.085
FC,2019,4,65.05,-1.5,4.8,11.1,0.87,9.28,5.075
FC,2019,5,83.22,1.5,6.7,11.9,1.3,9.26,5.28
FC,2019,6,70.54,7.7,13.8,19.9,2.5,15.77,9.135
FC,2019,7,57.82,12.9,19.4,25.9,4.32,23.44,13.88
FC,2019,8,18.16,11.3,18.8,26.4,3.48,26.38,14.93
FC,2019,9,26.26,8.1,15.9,23.6,3.44,22.75,13.095
FC,2019,10,43.67,-3.4,3.4,10.2,1.98,10.82,6.4
FC,2019,11,57.38,-4.8,1.9,8.5,1.61,9.12,5.365
FC,2019,12,13.8,-4,0.7,5.4,1.99,6.99,4.49
FC,2020,1,2.24,-5.9,-0.9,4.1,1.69,6.13,3.91
FC,2020,2,33.88,-10,-4.3,1.4,0.97,5.01,2.99
FC,2020,3,51.6,-3.9,1.8,7.6,0.93,7.14,4.035
FC,2020,4,48.64,-3.1,3.4,9.9,1.52,9.59,5.555
FC,2020,5,50.11,3.3,10.1,16.9,1.2,14.01,7.605
FC,2020,6,41.35,9.5,16.6,23.7,4.08,22.62,13.35
FC,2020,7,25.12,12.3,19.8,27.3,4.4,28.29,16.345
FC,2020,8,20.72,13.2,20.7,28.2,6.69,30.77,18.73
FC,2020,9,34.82,6.8,13.9,21.1,4.01,21.27,12.64
FC,2020,10,32.07,0,7.3,14.6,2.7,14.46,8.58
FC,2020,11,11.13,-1.6,4.2,10,2.14,10.25,6.195
FC,2020,12,14.4,-5.9,-0.4,5.1,1.75,7.33,4.54
FC,2021,1,9.55,-7.3,-1.7,3.8,1.1,5.87,3.485
FC,2021,2,25.8,-11.1,-5.1,0.9,0.84,4.93,2.885
FC,2021,3,112.54,-4.7,0.6,5.9,1.23,6.86,4.045
FC,2021,4,67.1,-2.7,3.4,9.5,1.79,9.45,5.62
FC,2021,5,129.97,3,8.8,14.6,1.26,10.95,6.105
FC,2021,6,29.35,10.7,17.4,24.2,4.42,23.17,13.795
FC,2021,7,38.35,13.7,20.3,26.9,4.82,24.75,14.785
FC,2021,8,36.8,12.8,19.1,25.5,5.09,23.93,14.51
FC,2021,9,13.14,9.6,16.8,23.9,5.44,24.12,14.78
FC,2021,10,4.64,3,8.6,14.3,2.57,12.06,7.315
HM1,1999,1,14.11,-8.6,-1.4,5.8,1.1,7.12,4.11
HM1,1999,2,11.6,-7.6,0.7,9,1.54,9.65,5.595
HM1,1999,3,14.08,-5.2,3.4,11.9,1.34,12.15,6.745
HM1,1999,4,160.32,-4.7,2.4,9.5,0.96,9.11,5.035
HM1,1999,5,94.63,0.6,8.7,16.7,1.11,14.97,8.04
HM1,1999,6,57.07,5.2,13.8,22.4,1.79,20.52,11.155
HM1,1999,7,86.65,9.8,18.4,26.9,1.78,26.04,13.91
HM1,1999,8,127.44,8.6,16.6,24.5,0.8,20.72,10.76
HM1,1999,9,24.05,2.8,11.4,19.9,1.17,17.83,9.5
HM1,1999,10,24.91,-2.1,7.6,17.2,2.04,17.4,9.72
HM1,1999,11,18.23,-4.8,4.8,14.4,2.32,15.27,8.795
HM1,1999,12,32.05,-10,-2.4,5.1,0.98,7.03,4.005
HM1,2000,1,27.48,-9,-1.8,5.5,1.12,7.05,4.085
HM1,2000,2,10.49,-7,0.6,8.1,1.18,8.49,4.835
HM1,2000,3,69.67,-5.9,1.4,8.7,0.74,8.57,4.655
HM1,2000,4,37.62,-2.4,6.6,15.6,1.29,15.3,8.295
HM1,2000,5,36.36,2.6,11.3,19.9,2.04,19.69,10.865
HM1,2000,6,30.12,6.4,15.4,24.4,2.47,25.07,13.77
HM1,2000,7,50.92,8.9,18.6,28.2,2.22,31.07,16.645
HM1,2000,8,98.47,9.3,18.3,27.4,2.09,28.51,15.3
HM1,2000,9,52.69,3.7,13,22.3,2.03,21.93,11.98
HM1,2000,10,11.99,-0.7,7.5,15.7,1.31,14.13,7.72
HM1,2000,11,18.42,-10.9,-3.5,3.9,0.7,6.14,3.42
HM1,2000,12,14.75,-11.2,-3.3,4.6,0.77,6.62,3.695
HM1,2001,1,14.17,-11.3,-3.6,4,0.94,6.67,3.805
HM1,2001,2,20.25,-9.4,-1.9,5.6,0.81,7.03,3.92
HM1,2001,3,51.34,-6.2,0.9,8,0.48,7.66,4.07
HM1,2001,4,49.24,-1.8,6,13.8,1.36,13.18,7.27
HM1,2001,5,82.31,2.3,10.2,18,1.41,16.43,8.92
HM1,2001,6,32.57,7.6,16.4,25.2,2.94,26.39,14.665
HM1,2001,7,65.33,10.5,19.2,28,3.04,29.67,16.355
HM1,2001,8,65.11,9.4,17.6,25.7,2.41,24.81,13.61
HM1,2001,9,30.71,4.8,14.1,23.4,2.73,24.04,13.385
HM1,2001,10,4.91,-0.9,8,16.9,2.24,16.44,9.34
HM1,2001,11,28.85,-5.5,2.8,11.1,1.3,11.11,6.205
HM1,2001,12,13.41,-10.5,-2.3,6,1.04,7.67,4.355
HM1,2002,1,18.28,-11.5,-3.7,4,1.03,6.64,3.835
HM1,2002,2,8.93,-12.7,-3.6,5.5,0.97,8.05,4.51
HM1,2002,3,28.47,-9.5,-1,7.4,1.1,9.19,5.145
HM1,2002,4,2.01,-2.9,6.4,15.6,1.64,15.59,8.615
HM1,2002,5,35.76,0.4,9.6,18.8,1.79,18.46,10.125
HM1,2002,6,29.65,7.8,17.7,27.7,4.09,32.57,18.33
HM1,2002,7,47.1,10.1,19.9,29.7,4.16,34.7,19.43
HM1,2002,8,32.45,7.7,17.5,27.4,2.65,29.95,16.3
HM1,2002,9,54.18,5.4,13.9,22.3,2.63,22.07,12.35
HM1,2002,10,36.04,-3,5.6,14.2,1.21,13.6,7.405
HM1,2002,11,8.06,-6.9,0.9,8.6,1.26,9.36,5.31
HM1,2002,12,1.81,-9.2,-1.2,6.8,1.26,8.41,4.835
HM1,2003,1,7.46,-7.3,0.7,8.6,1.25,9.07,5.16
HM1,2003,2,26.5,-11.4,-3.9,3.7,0.82,6.29,3.555
HM1,2003,3,159.49,-6.2,0.8,7.8,1.14,8.3,4.72
HM1,2003,4,47.21,-2,6.2,14.5,1.44,14.07,7.755
HM1,2003,5,28.05,1.8,10.5,19.2,1.28,18.56,9.92
HM1,2003,6,61.48,6,14,22,1.42,19.18,10.3
HM1,2003,7,34.2,10.1,20.5,30.9,4.39,37.9,21.145
HM1,2003,8,62.62,9.5,18.7,27.9,2.66,29.44,16.05
HM1,2003,9,13.86,2.5,11.9,21.4,1.53,20.52,11.025
HM1,2003,10,5.44,0.2,9.7,19.1,2.76,20.01,11.385
HM1,2003,11,8.45,-7.9,-0.4,7.2,1.02,8.15,4.585
HM1,2003,12,17.55,-9.7,-1,7.8,1.16,9.17,5.165
HM1,2004,1,18.68,-10.7,-2.7,5.3,1.17,7.61,4.39
HM1,2004,2,38.82,-12.5,-4.5,3.6,0.67,6.18,3.425
HM1,2004,3,20.28,-4.5,4.2,12.8,1.51,13.25,7.38
HM1,2004,4,89.9,-2.5,5,12.5,1.15,11.59,6.37
HM1,2004,5,23.29,1.5,10.8,20.1,2.17,20.56,11.365
HM1,2004,6,91.66,5.3,13.7,22.1,1.8,20.63,11.215
HM1,2004,7,111.86,7.6,16.3,25.1,1.55,24.13,12.84
HM1,2004,8,61.83,6.4,15.2,24.1,1.62,22.78,12.2
HM1,2004,9,32.26,3.7,12.9,22.1,2.16,22.21,12.185
HM1,2004,10,31.37,-0.7,7.5,15.7,1.13,13.93,7.53
HM1,2004,11,45.81,-6.9,0.2,7.3,0.85,7.83,4.34
HM1,2004,12,13.35,-9,-1,7.1,1.17,8.47,4.82
HM1,2005,1,37.63,-7.5,0,7.4,1.03,8.26,4.645
HM1,2005,2,2.69,-8.2,-1.1,5.9,0.93,7.07,4
HM1,2005,3,59.9,-7.5,0.3,8,0.82,8.73,4.775
HM1,2005,4,97.09,-3.6,4.5,12.6,1.04,11.92,6.48
HM1,2005,5,24.15,1.6,10.1,18.6,1.53,17.82,9.675
HM1,2005,6,53.33,5.8,14.6,23.5,2.01,23.39,12.7
HM1,2005,7,20.44,9.3,19.4,29.5,4.22,36.05,20.135
HM1,2005,8,80.41,7.5,16.4,25.3,1.74,24.57,13.155
HM1,2005,9,20.06,4.8,14.3,23.8,2.3,24.38,13.34
HM1,2005,10,47.89,-0.7,8,16.6,1.32,15.41,8.365
HM1,2005,11,12.35,-5.5,2.6,10.6,1.71,11.05,6.38
HM1,2005,12,16.56,-11.1,-3.1,4.8,1.07,7.22,4.145
HM1,2006,1,14.83,-8.8,-0.8,7.1,1.37,8.4,4.885
HM1,2006,2,7.78,-11.5,-3.1,5.3,1,7.93,4.465
HM1,2006,3,34.94,-6.7,0.8,8.3,1.38,9.01,5.195
HM1,2006,4,19.98,-2,7,16.1,1.97,16.48,9.225
HM1,2006,5,16.5,2.1,11.5,20.8,1.98,21.24,11.61
HM1,2006,6,24.31,7.6,17.2,26.8,3.87,30.49,17.18
HM1,2006,7,129.52,10.6,18.8,27.1,2.65,27.48,15.065
HM1,2006,8,117.93,9.3,17.1,25,1.72,22.49,12.105
HM1,2006,9,61.61,2.4,10.8,19.2,1.35,17.36,9.355
HM1,2006,10,88.05,-0.7,6.9,14.4,1.43,13.04,7.235
HM1,2006,11,13.2,-6.1,1.8,9.8,1.34,10.31,5.825
HM1,2006,12,85.62,-10.5,-2.8,4.9,0.71,6.54,3.625
HM1,2007,1,34.88,-14.5,-6.3,1.8,0.68,5.41,3.045
HM1,2007,2,14.6,-9.6,-2,5.7,0.9,7.44,4.17
HM1,2007,3,42.49,-4.6,3.2,11.1,1.03,11.05,6.04
HM1,2007,4,87.9,-3,4.3,11.6,0.73,10.58,5.655
HM1,2007,5,85.04,2.5,10.3,18.2,1.26,15.93,8.595
HM1,2007,6,24.1,6.8,15.7,24.7,2.82,25.56,14.19
HM1,2007,7,60.97,10.3,19.2,28,2.83,29.24,16.035
HM1,2007,8,113.47,10.7,19,27.4,2.19,27.22,14.705
HM1,2007,9,19,5.8,14.6,23.3,2.19,22.7,12.445
HM1,2007,10,28.64,-0.1,8.8,17.7,1.97,17.66,9.815
HM1,2007,11,6,-5.3,3,11.2,1.82,11.99,6.905
HM1,2007,12,35.11,-11.6,-4.2,3.1,0.66,5.58,3.12
HM1,2008,1,20.77,-13.7,-5.9,1.9,0.71,5.49,3.1
HM1,2008,2,26.69,-10.3,-2.9,4.4,0.63,6.29,3.46
HM1,2008,3,33.87,-7.8,-0.1,7.6,0.88,8.48,4.68
HM1,2008,4,29.06,-4.9,3.6,12.1,1.33,12.46,6.895
HM1,2008,5,47.73,0.9,9.1,17.4,1.39,16.6,8.995
HM1,2008,6,9.93,6,15.2,24.4,2.85,26.27,14.56
HM1,2008,7,23.72,9.9,19.3,28.8,3.4,32.94,18.17
HM1,2008,8,105.84,8.9,17.4,25.9,2.14,26.32,14.23
HM1,2008,9,32.67,4.2,12.9,21.6,1.38,19.49,10.435
HM1,2008,10,21.41,-0.5,8.1,16.6,1.9,15.84,8.87
HM1,2008,11,11.49,-4.8,3.4,11.5,1.43,11.42,6.425
HM1,2008,12,20.5,-10.4,-2.9,4.6,0.78,6.64,3.71
HM1,2009,1,12.71,-9.1,-1.5,6,1.26,7.81,4.535
HM1,2009,2,4.38,-7.8,-0.1,7.6,1.21,8.83,5.02
HM1,2009,3,25.59,-5.7,2.4,10.4,1.71,11.3,6.505
HM1,2009,4,113.38,-3.2,3.9,11.1,0.92,10.48,5.7
HM1,2009,5,52.72,3.3,11,18.7,1.33,16.49,8.91
HM1,2009,6,93.09,6.5,14.2,21.9,1.54,19.45,10.495
HM1,2009,7,106.21,9.2,17.6,25.9,2.28,26.05,14.165
HM1,2009,8,27.21,7.5,16.5,25.5,2.09,25.9,13.995
HM1,2009,9,65.06,4.4,12.6,20.8,1.45,19.29,10.37
HM1,2009,10,86.55,-3.9,3.6,11.1,0.91,10.57,5.74
HM1,2009,11,23.26,-4.9,2.8,10.4,1.76,11.16,6.46
HM1,2009,12,20.44,-13.5,-6.2,1.2,0.69,5.45,3.07
HM1,2010,1,4.63,-10.6,-3,4.7,0.94,6.6,3.77
HM1,2010,2,25.92,-12.4,-5.2,1.9,0.61,4.99,2.8
HM1,2010,3,65.12,-7.1,0.4,7.9,0.88,8.4,4.64
HM1,2010,4,85.29,-2.2,5.4,12.9,1.14,11.84,6.49
HM1,2010,5,27.4,0.7,8.7,16.7,1.38,15.59,8.485
HM1,2010,6,40.94,7.6,16.3,25.1,2.76,26.4,14.58
HM1,2010,7,89.94,9.6,18.4,27.3,2.18,28.48,15.33
HM1,2010,8,86.82,9.1,17.6,26.1,1.84,24.72,13.28
HM1,2010,9,2.88,5.1,15.2,25.3,3.17,28.13,15.65
HM1,2010,10,21.97,0.6,8.7,16.9,1.64,15.56,8.6
HM1,2010,11,12.94,-6.9,0.8,8.6,1.36,9.61,5.485
HM1,2010,12,7.8,-7.5,0.5,8.6,1.13,8.8,4.965
HM1,2011,1,14.41,-11.3,-3.6,4.1,0.95,6.62,3.785
HM1,2011,2,31.96,-12.5,-5,2.4,1.03,6.54,3.785
HM1,2011,3,8.29,-4.9,3.1,11,1.28,11.3,6.29
HM1,2011,4,28.99,-3,5.2,13.4,1.16,12.62,6.89
HM1,2011,5,59.46,0.1,7.7,15.3,1.11,13.78,7.445
HM1,2011,6,32.96,6.4,16,25.6,3.35,28.48,15.915
HM1,2011,7,73.3,10.7,19.5,28.3,2.11,29.73,15.92
HM1,2011,8,68.55,9.9,18.9,27.9,2.57,29.84,16.205
HM1,2011,9,65.93,4.9,13.3,21.7,1.85,20.1,10.975
HM1,2011,10,43.31,-0.9,7.5,16,1.59,15.1,8.345
HM1,2011,11,20.75,-6.3,1.3,8.9,1.64,9.56,5.6
HM1,2011,12,37.11,-11.4,-3.6,4.1,0.94,6.4,3.67
HM1,2012,1,8.13,-8.5,-0.8,6.9,1.43,8.34,4.885
HM1,2012,2,37.13,-10.8,-3.8,3.3,0.76,5.85,3.305
HM1,2012,3,2.04,-3.9,4.5,12.9,2.21,13.99,8.1
HM1,2012,4,47.04,-0.7,7.8,16.3,1.62,16.1,8.86
HM1,2012,5,40.43,2,10.9,19.7,1.94,20.09,11.015
HM1,2012,6,15.03,8.5,18.2,27.9,5.03,33.54,19.285
HM1,2012,7,100.26,10.6,19.5,28.4,2.83,30.91,16.87
HM1,2012,8,21.9,8.7,17.9,27,2.76,29.04,15.9
HM1,2012,9,51.96,4.7,13.7,22.6,2.32,22.61,12.465
HM1,2012,10,18.68,-1.4,7.1,15.7,1.73,15.46,8.595
HM1,2012,11,1.09,-4.1,4.2,12.4,2.09,12.67,7.38
HM1,2012,12,15.7,-9.8,-2.1,5.6,1.19,7.74,4.465
HM1,2013,1,3.45,-11.8,-3.7,4.3,1.15,7.46,4.305
HM1,2013,2,21.76,-11.5,-4,3.6,0.85,6.29,3.57
HM1,2013,3,31.37,-7.9,0.3,8.4,0.91,9.21,5.06
HM1,2013,4,26.98,-5.6,2.5,10.5,0.82,10.98,5.9
HM1,2013,5,54.6,1,9.2,17.4,1.45,16.58,9.015
HM1,2013,6,16.31,6.9,16.7,26.5,3.46,30.15,16.805
HM1,2013,7,66.1,9.7,18,26.4,1.58,25.55,13.565
HM1,2013,8,85.13,9.3,17.9,26.6,2.22,26.42,14.32
HM1,2013,9,100.19,7.5,15,22.5,1.88,19.93,10.905
HM1,2013,10,15.84,-1.7,6.4,14.4,1.27,13.56,7.415
HM1,2013,11,4.42,-5.4,1.9,9.3,1.3,9.84,5.57
HM1,2013,12,10.73,-11,-3.1,4.8,1.16,7.65,4.405
HM1,2014,1,22.71,-10.3,-2.6,5,1.13,7.21,4.17
HM1,2014,2,11.03,-9.7,-2.4,4.8,0.91,7.2,4.055
HM1,2014,3,35.93,-6.6,1.5,9.6,1.01,10.14,5.575
HM1,2014,4,36.17,-3.3,4.7,12.7,1.04,12.12,6.58
HM1,2014,5,68.53,1.3,9.2,17.2,1.15,15.37,8.26
HM1,2014,6,27.62,6.5,15.6,24.6,2.21,25.18,13.695
HM1,2014,7,125,10.4,18.5,26.7,1.96,25.89,13.925
HM1,2014,8,60.94,8.7,16.5,24.4,1.48,21.56,11.52
HM1,2014,9,53.93,5.9,14.5,23.1,1.31,21.02,11.165
HM1,2014,10,40.09,0.8,9.1,17.4,1.68,15.67,8.675
HM1,2014,11,5.83,-6.7,0.8,8.2,1.61,9.79,5.7
HM1,2014,12,27.94,-8.7,-1.5,5.7,1.23,7.68,4.455
HM1,2015,1,17.4,-8.3,-1.3,5.6,1,6.86,3.93
HM1,2015,2,52.16,-8.2,-1.2,5.8,1.33,7.99,4.66
HM1,2015,3,33.42,-4.7,3,10.6,1.32,11.16,6.24
HM1,2015,4,89.52,-2,5.6,13.3,1.35,12.53,6.94
HM1,2015,5,191.89,1.8,8.3,14.9,0.47,11.27,5.87
HM1,2015,6,77.42,9.1,17,24.9,1.98,23.89,12.935
HM1,2015,7,67.37,9.8,17.5,25.3,1.55,22.87,12.21
HM1,2015,8,52.89,9.4,18.2,27.1,2.06,27.37,14.715
HM1,2015,9,8.08,6.6,16,25.4,2.61,26.61,14.61
HM1,2015,10,37.61,2.5,10.2,17.9,1.21,15.32,8.265
HM1,2015,11,63.42,-6.8,0.8,8.4,1.15,9.31,5.23
HM1,2015,12,24.25,-10,-3,3.9,1.03,6.61,3.82
HM1,2016,1,16.75,-10.6,-3.4,3.8,0.89,6.07,3.48
HM1,2016,2,32.88,-7.1,-0.1,7,1.55,8.49,5.02
HM1,2016,3,62.87,-6,1.4,8.7,1.11,9.38,5.245
HM1,2016,4,79.88,-2.5,4.7,11.8,0.98,10.66,5.82
HM1,2016,5,50.48,1.1,8.7,16.3,0.98,14.1,7.54
HM1,2016,6,64.54,8.8,17.6,26.4,2.32,26.93,14.625
HM1,2016,7,29.15,10.5,19.4,28.2,2.9,30.8,16.85
HM1,2016,8,46.43,8.1,16.6,25.2,1.75,24.65,13.2
HM1,2016,9,8.16,5.4,14.6,23.8,2.36,23.72,13.04
HM1,2016,10,5.43,1.7,10.6,19.5,2.75,19.3,11.025
HM1,2016,11,7.76,-3.5,4.2,11.9,1.56,11.44,6.5
HM1,2016,12,15.36,-10.3,-2.7,5,0.99,7.34,4.165
HM1,2017,1,15.46,-10.4,-3.7,3,0.76,5.46,3.11
HM1,2017,2,9.73,-5.3,1.5,8.4,1.7,9.22,5.46
HM1,2017,3,37.28,-3,4.9,12.8,1.64,12.49,7.065
HM1,2017,4,50.77,-2.4,5.4,13.2,1.19,12.73,6.96
HM1,2017,5,80.87,1.1,8.9,16.6,0.89,14.46,7.675
HM1,2017,6,9.96,7.9,16.8,25.7,3.13,27.41,15.27
HM1,2017,7,105.01,10.6,19,27.3,2.82,27.77,15.295
HM1,2017,8,71.02,8.2,16.5,24.9,1.74,23.2,12.47
HM1,2017,9,44.84,6.2,14.2,22.1,2.35,21.66,12.005
HM1,2017,10,17.64,-1.3,7.3,15.9,1.9,15.38,8.64
HM1,2017,11,15.4,-2.6,4.9,12.3,1.73,11.99,6.86
HM1,2017,12,6.46,-8.2,0.1,8.3,1.49,9.94,5.715
HM1,2018,1,15.36,-9,-1,7,1.37,8.64,5.005
HM1,2018,2,16.27,-9.6,-2.2,5.3,0.95,7.34,4.145
HM1,2018,3,38.11,-6.1,2.1,10.2,1.3,10.47,5.885
HM1,2018,4,27.83,-3.2,5.2,13.7,1.45,13.36,7.405
HM1,2018,5,55.25,4,12.4,20.8,1.66,20.66,11.16
HM1,2018,6,22.97,8.2,17.9,27.5,4.11,32,18.055
HM1,2018,7,76.15,10.6,19.3,28,2.87,30.2,16.535
HM1,2018,8,42.26,8.8,17.5,26.2,2.38,26.75,14.565
HM1,2018,9,21.52,6.2,15.5,24.8,3.32,26.96,15.14
HM1,2018,10,31.88,-1,6.4,13.8,1.04,12.63,6.835
HM1,2018,11,14.4,-7.2,-0.4,6.3,1.06,7.52,4.29
HM1,2018,12,3.34,-10.7,-2.6,5.5,0.99,7.55,4.27
HM1,2019,1,37.67,-10.7,-3.3,4,0.86,6.38,3.62
HM1,2019,2,17.36,-11.1,-3.6,3.8,0.96,6.73,3.845
HM1,2019,3,66.82,-7.2,0.1,7.4,0.69,8.03,4.36
HM1,2019,4,20.76,-1.9,5.9,13.7,1.17,12.65,6.91
HM1,2019,5,56.51,-0.1,7,14.1,1,12.54,6.77
HM1,2019,6,39.36,5.9,14.3,22.7,2.05,21.64,11.845
HM1,2019,7,92.85,10,19.1,28.1,2.81,30.27,16.54
HM1,2019,8,40.8,10.1,19,28,2.7,30.57,16.635
HM1,2019,9,30.03,7.3,16.6,25.9,2.86,28.35,15.605
HM1,2019,10,39.93,-4.9,4,12.8,1.66,14.04,7.85
HM1,2019,11,26.88,-6.5,1.2,8.9,1.23,9.87,5.55
HM1,2019,12,12.02,-8.5,-1.4,5.6,1.25,7.54,4.395
HM1,2020,1,7.07,-9.9,-2.3,5.2,1.05,6.93,3.99
HM1,2020,2,37.57,-12.3,-5,2.2,0.76,5.81,3.285
HM1,2020,3,48.36,-4.4,2.7,9.8,1.12,9.59,5.355
HM1,2020,4,20.66,-4,4.2,12.4,1.25,12.67,6.96
HM1,2020,5,36.34,2.7,11.6,20.5,1.31,20.2,10.755
HM1,2020,6,30.83,7.9,16.7,25.5,3.36,27.4,15.38
HM1,2020,7,48.6,10.4,19.3,28.1,3.27,31.65,17.46
HM1,2020,8,27.11,10,19.6,29.3,5.04,34.98,20.01
HM1,2020,9,23.6,4.6,13.8,23,4.04,25.71,14.875
HM1,2020,10,11.81,-1.5,7.9,17.3,2.95,18.67,10.81
HM1,2020,11,10.18,-4.3,3.5,11.3,2.19,11.96,7.075
HM1,2020,12,15.74,-10,-2.4,5.3,1.35,7.85,4.6
HM1,2021,1,9.25,-10.1,-2.7,4.6,1.01,6.66,3.835
HM1,2021,2,27.2,-11.6,-4.2,3.1,0.95,6.75,3.85
HM1,2021,3,76.35,-7,0.1,7.2,1,8.31,4.655
HM1,2021,4,37.12,-4.1,4,12.1,1.79,12.49,7.14
HM1,2021,5,96.44,2.1,9.8,17.4,1.26,15.93,8.595
HM1,2021,6,42.45,8.5,17,25.5,3.63,27.83,15.73
HM1,2021,7,64.07,10.5,19,27.4,2.8,27.88,15.34
HM1,2021,8,42.56,9.7,18.4,27.2,3.29,29.13,16.21
HM1,2021,9,29.56,6.8,16,25.2,3.69,28.47,16.08
HM1,2021,10,7.96,0.1,8.2,16.3,2.2,15.15,8.675
HM6,1999,1,23.92,-9.4,-3.4,2.6,1.18,5.42,3.3
HM6,1999,2,16.35,-9.4,-2,5.4,1.38,7.29,4.335
HM6,1999,3,18.3,-6.6,1.6,9.8,1.55,10.57,6.06
HM6,1999,4,256.4,-5.8,0.5,6.9,1.16,7.45,4.305
HM6,1999,5,123.51,-0.7,6.4,13.4,1.15,11.84,6.495
HM6,1999,6,73.16,4.1,11.6,19.1,1.92,16.39,9.155
HM6,1999,7,105.47,8.2,15.5,22.8,2.14,19.28,10.71
HM6,1999,8,207.94,6.9,13.9,20.9,1.22,15.85,8.535
HM6,1999,9,25.35,1.8,8.9,16,1.36,12.56,6.96
HM6,1999,10,25.55,-2.2,6,14.2,2.55,14.32,8.435
HM6,1999,11,23.84,-4.3,3.8,12,2.76,13.29,8.025
HM6,1999,12,36.27,-10.7,-3.9,3,0.86,6.02,3.44
HM6,2000,1,44.28,-9.8,-3.9,1.9,1.07,5.3,3.185
HM6,2000,2,15.13,-8,-1.5,4.9,1.18,6.36,3.77
HM6,2000,3,81.17,-7.8,-0.6,6.5,0.8,7.26,4.03
HM6,2000,4,39.82,-3.5,4.5,12.4,1.37,12.13,6.75
HM6,2000,5,53.81,1.7,9.7,17.8,2.28,17,9.64
HM6,2000,6,37.34,4.7,13,21.3,2.55,20.44,11.495
HM6,2000,7,52.48,7.5,16.2,24.8,2.98,24.6,13.79
HM6,2000,8,96.67,8,16.2,24.4,2.51,23.26,12.885
HM6,2000,9,50.23,3.5,11.7,19.9,2.86,18.96,10.91
HM6,2000,10,20.63,-1.3,5.5,12.2,1.46,10.33,5.895
HM6,2000,11,25.16,-11.2,-4.5,2.1,0.77,5.47,3.12
HM6,2000,12,23.29,-11.1,-4.8,1.4,0.83,5.08,2.955
HM6,2001,1,18.2,-11.3,-4.8,1.8,0.97,5.73,3.35
HM6,2001,2,21.5,-9.8,-3.4,3.1,0.9,5.58,3.24
HM6,2001,3,60.16,-7.8,-1,5.8,0.48,6.44,3.46
HM6,2001,4,52.55,-3.5,3.7,11,1.3,10.52,5.91
HM6,2001,5,109.08,0.5,8.1,15.7,1.21,13.92,7.565
HM6,2001,6,29.09,5,13.3,21.6,2.72,20.75,11.735
HM6,2001,7,80.53,8.5,16.7,24.8,2.88,23.87,13.375
HM6,2001,8,100.91,7.5,14.9,22.4,2.45,19.5,10.975
HM6,2001,9,29.27,3.5,11.7,20,2.77,18.89,10.83
HM6,2001,10,6.97,-1.5,6.1,13.6,2.32,12.88,7.6
HM6,2001,11,44,-6,1.2,8.4,1.44,8.88,5.16
HM6,2001,12,20.69,-12.2,-4.7,2.9,0.82,5.83,3.325
HM6,2002,1,22.48,-11.8,-5.5,0.8,1.02,4.84,2.93
HM6,2002,2,11.65,-13.3,-5.7,1.8,0.98,5.76,3.37
HM6,2002,3,31.34,-10.6,-3,4.5,1.15,7.19,4.17
HM6,2002,4,5.07,-2.7,5.1,12.8,1.79,12.57,7.18
HM6,2002,5,49.7,-0.9,7.3,15.5,1.87,14.61,8.24
HM6,2002,6,31.67,6,14.6,23.3,4.2,23.62,13.91
HM6,2002,7,49.53,8.3,17,25.7,3.8,26.71,15.255
HM6,2002,8,35.59,6.4,14.8,23.1,2.86,21.94,12.4
HM6,2002,9,62.56,3.5,10.7,17.9,2.33,15.52,8.925
HM6,2002,10,39.68,-3.8,3.6,10.9,1.38,10.36,5.87
HM6,2002,11,16.82,-7.5,-0.6,6.4,1.28,7.78,4.53
HM6,2002,12,3.79,-10,-3.6,2.7,1.22,5.87,3.545
HM6,2003,1,7.12,-7.6,-1.2,5.2,1.22,6.59,3.905
HM6,2003,2,18.65,-12.3,-5.8,0.6,0.76,4.61,2.685
HM6,2003,3,172.86,-7.8,-1.7,4.5,0.99,6,3.495
